País,Provincia,Partido,Localidad,Unnamed: 4,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
Argentina,SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,"Argentina,SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín",66056140,0,0,0,0,3,0,0,0,3
Argentina,SALTA,Grl. José de San Martín,Misión Kilómetro 6,"Argentina,SALTA,Grl. José de San Martín,Misión Kilómetro 6",66056150,0,0,0,0,2,0,0,0,2
Argentina,SALTA,Grl. José de San Martín,Pacará,"Argentina,SALTA,Grl. José de San Martín,Pacará",66056170,0,0,0,0,2,0,0,0,2
Argentina,SALTA,Grl. José de San Martín,Padre Lozano,"Argentina,SALTA,Grl. José de San Martín,Padre Lozano",66056180,0,0,0,0,0,0,0,0,0
Argentina,SALTA,Grl. José de San Martín,Piquirenda,"Argentina,SALTA,Grl. José de San Martín,Piquirenda",66056190,0,0,0,6,0,0,0,0,6
Argentina,SALTA,Grl. José de San Martín,Profesor Salvador Mazza,"Argentina,SALTA,Grl. José de San Martín,Profesor Salvador Mazza",66056200,890,0,0,91,0,1,0,0,982
Argentina,SALTA,Grl. José de San Martín,Tartagal,"Argentina,SALTA,Grl. José de San Martín,Tartagal",66056220,1251,4434,0,2375,3048,4,0,14,11126
Argentina,SALTA,Grl. José de San Martín,Tobantirenda,"Argentina,SALTA,Grl. José de San Martín,Tobantirenda",66056230,0,0,0,3,0,0,0,0,3
Argentina,SALTA,Grl. José de San Martín,Yacuy,"Argentina,SALTA,Grl. José de San Martín,Yacuy",66056250,0,0,0,4,0,0,0,6,10
Argentina,SALTA,Guachipas,Guachipas,"Argentina,SALTA,Guachipas,Guachipas",66063010,0,0,0,3,35,2,0,119,159
Argentina,SALTA,Iruya,Iruya,"Argentina,SALTA,Iruya,Iruya",66070010,0,0,0,1,80,0,0,87,168
Argentina,SALTA,Iruya,Pueblo Viejo,"Argentina,SALTA,Iruya,Pueblo Viejo",66070030,0,0,0,10,0,0,0,0,10
Argentina,SALTA,Iruya,Isla de Cañas,"Argentina,SALTA,Iruya,Isla de Cañas",66070020,0,0,0,0,0,0,0,80,80
Argentina,SALTA,La Caldera,La Caldera,"Argentina,SALTA,La Caldera,La Caldera",66077010,0,0,0,50,293,2,0,47,392
Argentina,SALTA,La Caldera,Vaqueros,"Argentina,SALTA,La Caldera,Vaqueros",66077020,127,0,0,90,250,0,0,501,968
Argentina,SALTA,La Candelaria,El Jardín,"Argentina,SALTA,La Candelaria,El Jardín",66084010,0,0,0,42,0,1,0,0,43
Argentina,SALTA,La Candelaria,El Tala,"Argentina,SALTA,La Candelaria,El Tala",66084020,0,0,0,41,0,5,0,147,193
Argentina,SALTA,La Candelaria,La Candelaria,"Argentina,SALTA,La Candelaria,La Candelaria",66084030,0,0,0,36,0,0,0,0,36
Argentina,SALTA,La Poma,La Poma,"Argentina,SALTA,La Poma,La Poma",66091020,0,0,0,1,0,0,0,44,45
Argentina,SALTA,La Viña,Coronel Moldes,"Argentina,SALTA,La Viña,Coronel Moldes",66098030,44,0,0,0,115,1,0,5,165
Argentina,SALTA,La Viña,La Viña,"Argentina,SALTA,La Viña,La Viña",66098040,0,0,0,1,1,1,0,49,52
Argentina,SALTA,La Viña,Ampascachi,"Argentina,SALTA,La Viña,Ampascachi",66098010,0,0,0,0,0,0,0,2,2
Argentina,SALTA,La Viña,Talapampa,"Argentina,SALTA,La Viña,Talapampa",66098050,0,0,0,0,0,0,0,2,2
Argentina,SALTA,La Viña,Cabra Corral,"Argentina,SALTA,La Viña,Cabra Corral",66098020,0,0,0,0,0,0,0,2,2
Argentina,SALTA,Los Andes,Olacapato,"Argentina,SALTA,Los Andes,Olacapato",66105010,0,0,0,31,0,4,0,41,76
Argentina,SALTA,Los Andes,San Antonio de los Cobres,"Argentina,SALTA,Los Andes,San Antonio de los Cobres",66105020,0,0,0,2,0,9,0,295,306
Argentina,SALTA,Los Andes,Tolar Grande,"Argentina,SALTA,Los Andes,Tolar Grande",66105040,0,0,0,20,0,5,0,6,31
Argentina,SALTA,Los Andes,Santa Rosa de los Pastos Grandes,"Argentina,SALTA,Los Andes,Santa Rosa de los Pastos Grandes",66105030,0,0,0,28,0,3,0,21,52
Argentina,SALTA,Metán,El Galpón,"Argentina,SALTA,Metán,El Galpón",66112010,196,0,0,176,0,1,0,0,373
Argentina,SALTA,Metán,El Tunal,"Argentina,SALTA,Metán,El Tunal",66112020,0,0,0,80,0,1,0,0,81
Argentina,SALTA,Metán,Metán Viejo,"Argentina,SALTA,Metán,Metán Viejo",66112050,0,0,0,42,0,1,0,0,43
Argentina,SALTA,Metán,Río Piedras,"Argentina,SALTA,Metán,Río Piedras",66112070,16,0,0,15,0,1,0,0,32
Argentina,SALTA,Metán,San José de Metán,"Argentina,SALTA,Metán,San José de Metán",66112040,857,2,0,2389,0,2,0,0,3250
Argentina,SALTA,Metán,Lumbreras,"Argentina,SALTA,Metán,Lumbreras",66112030,0,0,0,46,0,0,0,0,46
Argentina,SALTA,Metán,San José de Orquera,"Argentina,SALTA,Metán,San José de Orquera",66112080,0,0,0,15,0,0,0,0,15
Argentina,SALTA,Molinos,Molinos,"Argentina,SALTA,Molinos,Molinos",66119020,1,0,0,3,0,0,0,46,50
Argentina,SALTA,Molinos,Seclantás,"Argentina,SALTA,Molinos,Seclantás",66119030,0,0,0,2,0,2,0,21,25
Argentina,SALTA,Orán,Aguas Blancas,"Argentina,SALTA,Orán,Aguas Blancas",66126010,0,0,0,0,0,1,0,106,107
Argentina,SALTA,Orán,Colonia Santa Rosa,"Argentina,SALTA,Orán,Colonia Santa Rosa",66126020,0,293,0,0,100,3,0,85,481
Argentina,SALTA,Orán,Hipólito Yrigoyen,"Argentina,SALTA,Orán,Hipólito Yrigoyen",66126040,479,423,0,250,40,1,0,85,1278
Argentina,SALTA,Orán,Pichanal,"Argentina,SALTA,Orán,Pichanal",66126060,393,97,0,1,103,1,0,1,596
Argentina,SALTA,Orán,San Ramón de la Nueva Orán,"Argentina,SALTA,Orán,San Ramón de la Nueva Orán",66126070,2866,2,0,4029,580,2,0,0,7479
Argentina,SALTA,Orán,Urundel,"Argentina,SALTA,Orán,Urundel",66126080,0,0,0,1,0,2,0,86,89
Argentina,SALTA,Orán,El Tabacal,"Argentina,SALTA,Orán,El Tabacal",66126030,0,0,0,149,0,0,0,0,149
Argentina,SALTA,OTROS,OTROS,"Argentina,SALTA,OTROS,OTROS",Sin Datos,0,0,0,0,16,0,0,0,16
Argentina,SALTA,Rivadavia,Alto de la Sierra,"Argentina,SALTA,Rivadavia,Alto de la Sierra",66133010,0,0,0,1,3,0,0,5,9
Argentina,SALTA,Rivadavia,Capitán Juan Pagé,"Argentina,SALTA,Rivadavia,Capitán Juan Pagé",66133020,0,0,0,0,0,0,0,5,5
Argentina,SALTA,Rivadavia,Coronel Juan Solá,"Argentina,SALTA,Rivadavia,Coronel Juan Solá",66133030,27,0,0,1,0,2,0,307,337
Argentina,SALTA,Rivadavia,Los Blancos,"Argentina,SALTA,Rivadavia,Los Blancos",66133050,0,0,0,0,0,0,0,54,54
Argentina,SALTA,Rivadavia,Pluma de Pato,"Argentina,SALTA,Rivadavia,Pluma de Pato",66133060,0,0,0,0,0,0,0,15,15
Argentina,SALTA,Rivadavia,Rivadavia,"Argentina,SALTA,Rivadavia,Rivadavia",66133070,0,0,0,1,0,1,0,0,2
Argentina,SALTA,Rivadavia,Santa María,"Argentina,SALTA,Rivadavia,Santa María",66133080,0,0,0,0,5,0,0,0,5
Argentina,SALTA,Rivadavia,Santa Victoria Este,"Argentina,SALTA,Rivadavia,Santa Victoria Este",66133100,17,0,0,1,10,1,0,95,124
Argentina,SALTA,Rosario de la Frontera,Antilla,"Argentina,SALTA,Rosario de la Frontera,Antilla",66140010,0,0,0,1,0,1,0,0,2
Argentina,SALTA,Rosario de la Frontera,El Potrero,"Argentina,SALTA,Rosario de la Frontera,El Potrero",66140040,0,0,0,1,0,1,0,0,2
Argentina,SALTA,Rosario de la Frontera,Rosario de la Frontera,"Argentina,SALTA,Rosario de la Frontera,Rosario de la Frontera",66140050,1065,375,0,3,0,1,0,175,1619
Argentina,SALTA,Rosario de la Frontera,Copo Quile,"Argentina,SALTA,Rosario de la Frontera,Copo Quile",66140020,0,0,0,35,0,0,0,0,35
Argentina,SALTA,Rosario de la Frontera,El Naranjo,"Argentina,SALTA,Rosario de la Frontera,El Naranjo",66140030,0,0,0,39,0,1,0,0,40
Argentina,SALTA,Rosario de Lerma,Campo Quijano,"Argentina,SALTA,Rosario de Lerma,Campo Quijano",66147010,147,0,0,360,0,3,0,153,663
Argentina,SALTA,Rosario de Lerma,La Silleta,"Argentina,SALTA,Rosario de Lerma,La Silleta",66147020,87,0,0,220,0,1,0,78,386
Argentina,SALTA,Rosario de Lerma,Rosario de Lerma,"Argentina,SALTA,Rosario de Lerma,Rosario de Lerma",66147030,794,317,0,2602,10,1,0,23,3747
Argentina,SALTA,Rosario de Lerma,La Merced Del Encón,"Argentina,SALTA,Rosario de Lerma,La Merced Del Encón",66147015,0,0,0,175,0,0,0,82,257
Argentina,SALTA,San Carlos,Angastaco,"Argentina,SALTA,San Carlos,Angastaco",66154010,0,0,0,2,0,0,0,39,41
Argentina,SALTA,San Carlos,Animaná,"Argentina,SALTA,San Carlos,Animaná",66154020,0,0,0,0,0,1,0,51,52
Argentina,SALTA,San Carlos,El Barrial,"Argentina,SALTA,San Carlos,El Barrial",66154030,0,0,0,0,400,0,0,0,400
Argentina,SALTA,San Carlos,San Carlos,"Argentina,SALTA,San Carlos,San Carlos",66154040,0,0,0,1,0,2,0,94,97
Argentina,SALTA,Santa Victoria,Campo La Cruz,"Argentina,SALTA,Santa Victoria,Campo La Cruz",66161020,0,0,0,0,50,0,0,0,50
Argentina,SALTA,Santa Victoria,Los Toldos,"Argentina,SALTA,Santa Victoria,Los Toldos",66161030,0,0,0,2,0,0,0,41,43
Argentina,SALTA,Santa Victoria,Nazareno,"Argentina,SALTA,Santa Victoria,Nazareno",66161040,0,0,0,61,135,0,0,0,196
Argentina,SALTA,Santa Victoria,Poscaya,"Argentina,SALTA,Santa Victoria,Poscaya",66161050,0,0,0,0,30,0,0,0,30
Argentina,SALTA,Santa Victoria,San Marcos,"Argentina,SALTA,Santa Victoria,San Marcos",66161060,0,0,0,0,30,0,0,0,30
Argentina,SALTA,Santa Victoria,Santa Victoria,"Argentina,SALTA,Santa Victoria,Santa Victoria",66161070,0,0,0,74,0,5,0,200,279
Argentina,SALTA,Santa Victoria,Acoyte,"Argentina,SALTA,Santa Victoria,Acoyte",66161010,0,0,0,0,0,0,0,10,10
Argentina,SAN JUAN,25 de Mayo,Villa Santa Rosa,"Argentina,SAN JUAN,25 de Mayo,Villa Santa Rosa",70126050,0,0,0,2,0,0,0,58,60
Argentina,SAN JUAN,25 de Mayo,Tupelí,"Argentina,SAN JUAN,25 de Mayo,Tupelí",70126020,0,0,0,0,0,0,0,60,60
Argentina,SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,"Argentina,SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera",70126030,0,0,0,0,0,0,0,80,80
Argentina,SAN JUAN,25 de Mayo,Villa Borjas,"Argentina,SAN JUAN,25 de Mayo,Villa Borjas",70126010,0,0,0,0,0,0,0,9,9
Argentina,SAN JUAN,9 de Julio,9 de Julio,"Argentina,SAN JUAN,9 de Julio,9 de Julio",70063040,0,0,0,125,0,1,0,125,251
Argentina,SAN JUAN,9 de Julio,Colonia Fiorito,"Argentina,SAN JUAN,9 de Julio,Colonia Fiorito",70063020,0,0,0,0,0,0,0,5,5
Argentina,SAN JUAN,9 de Julio,Las Chacritas,"Argentina,SAN JUAN,9 de Julio,Las Chacritas",70063030,0,0,0,0,0,0,0,99,99
Argentina,SAN JUAN,9 de Julio,OTROS,"Argentina,SAN JUAN,9 de Julio,OTROS",Sin Datos,0,0,0,0,0,1,0,0,1
Argentina,SAN JUAN,9 de Julio,Alto de Sierra,"Argentina,SAN JUAN,9 de Julio,Alto de Sierra",70063010,0,0,0,0,1,0,0,0,1
Argentina,SAN JUAN,Albardón,El Rincón,"Argentina,SAN JUAN,Albardón,El Rincón",70007010,330,0,3,0,0,0,0,2,335
Argentina,SAN JUAN,Albardón,OTROS,"Argentina,SAN JUAN,Albardón,OTROS",Sin Datos,0,0,0,0,300,0,0,0,300
Argentina,SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,"Argentina,SAN JUAN,Albardón,Villa General San Martín - Campo Afuera",70007020,0,0,0,24,0,0,0,160,184
Argentina,SAN JUAN,Albardón,Villa General San Martin,"Argentina,SAN JUAN,Albardón,Villa General San Martin",70007010,0,0,0,0,0,0,0,53,53
Argentina,SAN JUAN,Angaco,OTROS,"Argentina,SAN JUAN,Angaco,OTROS",Sin Datos,0,0,0,0,72,0,0,0,72
Argentina,SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,"Argentina,SAN JUAN,Angaco,Villa El Salvador - Villa Sefair",70014020,0,0,0,0,0,0,0,93,93
Argentina,SAN JUAN,Angaco,Villa El Salvador,"Argentina,SAN JUAN,Angaco,Villa El Salvador",70014010,0,0,0,0,0,0,0,22,22
Argentina,SAN JUAN,Calingasta,Barreal - Villa Pituil,"Argentina,SAN JUAN,Calingasta,Barreal - Villa Pituil",70021010,0,0,1,0,0,0,0,1015,1016
Argentina,SAN JUAN,Calingasta,Calingasta,"Argentina,SAN JUAN,Calingasta,Calingasta",70021020,0,0,0,350,0,0,0,441,791
Argentina,SAN JUAN,Calingasta,Tamberías,"Argentina,SAN JUAN,Calingasta,Tamberías",70021030,0,0,1,0,0,0,0,227,228
Argentina,SAN JUAN,Capital,San Juan,"Argentina,SAN JUAN,Capital,San Juan",70028010,4776,18543,205,23612,2683,6,0,7050,56875
Argentina,SAN JUAN,Caucete,Bermejo,"Argentina,SAN JUAN,Caucete,Bermejo",70035010,0,0,0,0,0,1,0,0,1
Argentina,SAN JUAN,Caucete,Caucete,"Argentina,SAN JUAN,Caucete,Caucete",70035020,871,0,0,5,2500,0,0,546,3922
Argentina,SAN JUAN,Caucete,Vallecito,"Argentina,SAN JUAN,Caucete,Vallecito",70035070,0,0,0,0,250,0,0,0,250
Argentina,SAN JUAN,Caucete,Villa Independencia,"Argentina,SAN JUAN,Caucete,Villa Independencia",70035080,0,0,0,0,0,0,0,12,12
Argentina,SAN JUAN,Chimbas,Chimbas,"Argentina,SAN JUAN,Chimbas,Chimbas",70042010,1133,0,6,5850,0,0,0,2844,9833
Argentina,SAN JUAN,Chimbas,Villa Paula Albarracin,"Argentina,SAN JUAN,Chimbas,Villa Paula Albarracin",70042010,0,0,0,0,0,0,0,83,83
Argentina,SAN JUAN,Iglesia,Angualasto,"Argentina,SAN JUAN,Iglesia,Angualasto",70049010,0,0,0,18,0,1,0,42,61
Argentina,SAN JUAN,Iglesia,Bella Vista,"Argentina,SAN JUAN,Iglesia,Bella Vista",70049020,0,0,0,11,0,0,0,25,36
Argentina,SAN JUAN,Iglesia,Iglesia,"Argentina,SAN JUAN,Iglesia,Iglesia",70049030,0,0,0,33,0,6,0,78,117
Argentina,SAN JUAN,Iglesia,Las Flores,"Argentina,SAN JUAN,Iglesia,Las Flores",70049040,0,0,0,37,0,1,0,87,125
Argentina,SAN JUAN,Iglesia,Pismanta,"Argentina,SAN JUAN,Iglesia,Pismanta",70049050,0,0,0,0,0,1,0,0,1
Argentina,SAN JUAN,Iglesia,Rodeo,"Argentina,SAN JUAN,Iglesia,Rodeo",70049060,0,0,0,189,10,0,0,440,639
Argentina,SAN JUAN,Iglesia,Tudcum,"Argentina,SAN JUAN,Iglesia,Tudcum",70049070,0,0,0,31,0,0,0,72,103
Argentina,SAN JUAN,Jáchal,San Isidro,"Argentina,SAN JUAN,Jáchal,San Isidro",70056070,0,0,0,17,0,0,0,86,103
Argentina,SAN JUAN,Jáchal,San José de Jáchal,"Argentina,SAN JUAN,Jáchal,San José de Jáchal",70056080,0,0,0,635,0,1,0,1189,1825
Argentina,SAN JUAN,Jáchal,Tamberías,"Argentina,SAN JUAN,Jáchal,Tamberías",70056090,0,0,0,11,0,0,0,69,80
Argentina,SAN JUAN,Jáchal,Villa Mercedes,"Argentina,SAN JUAN,Jáchal,Villa Mercedes",70056110,0,0,0,19,0,3,0,137,159
Argentina,SAN JUAN,Jáchal,Gran China,"Argentina,SAN JUAN,Jáchal,Gran China",70056020,0,0,0,0,0,0,0,32,32
Argentina,SAN JUAN,Jáchal,Huaco,"Argentina,SAN JUAN,Jáchal,Huaco",70056030,0,0,0,0,0,0,0,96,96
Argentina,SAN JUAN,Jáchal,Pampa Vieja,"Argentina,SAN JUAN,Jáchal,Pampa Vieja",70056060,0,0,0,2,0,0,0,61,63
Argentina,SAN JUAN,Jáchal,Niquivil,"Argentina,SAN JUAN,Jáchal,Niquivil",70056050,0,0,0,11,0,0,0,25,36
Argentina,SAN JUAN,OTROS,OTROS,"Argentina,SAN JUAN,OTROS,OTROS",Sin Datos,0,0,0,0,454,0,0,0,454
Argentina,SAN JUAN,Pocito,Villa Aberastain - La Rinconada,"Argentina,SAN JUAN,Pocito,Villa Aberastain - La Rinconada",70070040,451,0,1,193,0,1,0,536,1182
Argentina,SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,"Argentina,SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi",70070050,0,0,0,0,0,0,0,42,42
Argentina,SAN JUAN,Pocito,Quinto Cuartel,"Argentina,SAN JUAN,Pocito,Quinto Cuartel",70070030,0,0,0,0,0,0,0,97,97
Argentina,SAN JUAN,Pocito,Villa Aberastain,"Argentina,SAN JUAN,Pocito,Villa Aberastain",70070010,0,0,0,0,0,0,0,26,26
Argentina,SAN JUAN,Rawson,Rawson,"Argentina,SAN JUAN,Rawson,Rawson",70077010,1755,0,12,11462,0,1,0,1269,14499
Argentina,SAN JUAN,Rawson,Villa Krause,"Argentina,SAN JUAN,Rawson,Villa Krause",70077020,0,0,0,0,0,0,0,271,271
Argentina,SAN JUAN,Rawson,El Medanito,"Argentina,SAN JUAN,Rawson,El Medanito",70077010,0,0,0,0,0,0,0,32,32
Argentina,SAN JUAN,Rawson,Villa Bolaños,"Argentina,SAN JUAN,Rawson,Villa Bolaños",70077020,0,0,0,0,0,0,0,185,185
Argentina,SAN JUAN,Rivadavia,Rivadavia,"Argentina,SAN JUAN,Rivadavia,Rivadavia",70084010,1511,0,9,856,3,1,0,1714,4094
Argentina,SAN JUAN,San Martín,San Isidro (Est. Los Angacos),"Argentina,SAN JUAN,San Martín,San Isidro (Est. Los Angacos)",70091030,1,0,0,0,0,0,0,0,1
Argentina,SAN JUAN,San Martín,Villa San Martín,"Argentina,SAN JUAN,San Martín,Villa San Martín",70091070,0,0,0,14,210,1,0,72,297
Argentina,SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),"Argentina,SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud)",70091060,0,0,0,3,0,0,0,71,74
Argentina,SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),"Argentina,SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos)",70091020,0,0,0,0,0,0,0,23,23
Argentina,SAN JUAN,Santa Lucía,Santa Lucía,"Argentina,SAN JUAN,Santa Lucía,Santa Lucía",70098010,1841,0,8,1345,4,0,0,2347,5545
Argentina,SAN JUAN,Santa Lucía,Alto de Sierra,"Argentina,SAN JUAN,Santa Lucía,Alto de Sierra",70098010,0,0,0,0,0,0,0,88,88
Argentina,SAN JUAN,Sarmiento,Cañada Honda,"Argentina,SAN JUAN,Sarmiento,Cañada Honda",70105010,0,0,0,1,0,2,0,0,3
Argentina,SAN JUAN,Sarmiento,Cienaguita,"Argentina,SAN JUAN,Sarmiento,Cienaguita",70105020,0,0,0,1,0,0,0,0,1
Argentina,SAN JUAN,Sarmiento,Las Lagunas,"Argentina,SAN JUAN,Sarmiento,Las Lagunas",70105060,0,0,0,0,0,1,0,0,1
Argentina,SAN JUAN,Sarmiento,Los Berros,"Argentina,SAN JUAN,Sarmiento,Los Berros",70105070,0,0,0,2,0,0,0,53,55
Argentina,SAN JUAN,Sarmiento,Villa Media Agua,"Argentina,SAN JUAN,Sarmiento,Villa Media Agua",70105100,0,0,0,44,0,0,0,258,302
Argentina,SAN JUAN,Ullum,Villa Ibáñez,"Argentina,SAN JUAN,Ullum,Villa Ibáñez",70112010,0,0,1,0,0,0,0,411,412
Argentina,SAN JUAN,Valle Fértil,Astica,"Argentina,SAN JUAN,Valle Fértil,Astica",70119010,0,0,0,0,0,0,0,30,30
Argentina,SAN JUAN,Valle Fértil,OTROS,"Argentina,SAN JUAN,Valle Fértil,OTROS",Sin Datos,0,0,0,0,190,0,0,0,190
Argentina,SAN JUAN,Valle Fértil,Villa San Agustín,"Argentina,SAN JUAN,Valle Fértil,Villa San Agustín",70119060,0,0,0,1,0,3,0,260,264
Argentina,SAN JUAN,Zonda,Villa Basilio Nievas,"Argentina,SAN JUAN,Zonda,Villa Basilio Nievas",70133010,0,0,0,0,0,0,0,386,386
Argentina,San Luis,Ayacucho,Candelaria,"Argentina,San Luis,Ayacucho,Candelaria",74007010,0,0,0,372,0,0,0,885,1257
Argentina,San Luis,Ayacucho,La Majada,"Argentina,San Luis,Ayacucho,La Majada",74007010,0,0,0,0,0,0,0,212,212
Argentina,San Luis,Ayacucho,Leandro N. Alem,"Argentina,San Luis,Ayacucho,Leandro N. Alem",74007030,0,0,0,0,0,0,0,11,11
Argentina,San Luis,Ayacucho,Luján,"Argentina,San Luis,Ayacucho,Luján",74007040,0,0,0,0,0,0,0,1194,1194
Argentina,San Luis,Ayacucho,OTROS,"Argentina,San Luis,Ayacucho,OTROS",Sin Datos,0,0,0,0,0,3,0,0,3
Argentina,San Luis,Ayacucho,Quines,"Argentina,San Luis,Ayacucho,Quines",74007050,0,0,0,0,0,1,0,1371,1372
Argentina,San Luis,Ayacucho,Río Juan Gómez,"Argentina,San Luis,Ayacucho,Río Juan Gómez",74007010,0,0,0,0,0,0,0,59,59
Argentina,San Luis,Ayacucho,San Francisco del Monte de Oro,"Argentina,San Luis,Ayacucho,San Francisco del Monte de Oro",74007070,0,0,0,0,0,0,0,1715,1715
Argentina,San Luis,Ayacucho,Pampa Grande,"Argentina,San Luis,Ayacucho,Pampa Grande",74007010,0,0,0,2,0,0,0,0,2
Argentina,San Luis,Ayacucho,Lomas Blancas,"Argentina,San Luis,Ayacucho,Lomas Blancas",74007010,0,0,0,0,0,0,0,34,34
Argentina,San Luis,Belgrano,La Calera,"Argentina,San Luis,Belgrano,La Calera",74014010,0,0,0,69,0,0,0,318,387
Argentina,San Luis,Belgrano,Los Molles,"Argentina,San Luis,Belgrano,Los Molles",74014010,0,0,0,0,0,0,0,228,228
Argentina,San Luis,Belgrano,Nogolí,"Argentina,San Luis,Belgrano,Nogolí",74014020,0,0,0,149,0,0,0,613,762
Argentina,San Luis,Belgrano,San Pedro,"Argentina,San Luis,Belgrano,San Pedro",74014040,0,0,0,0,0,0,0,19,19
Argentina,San Luis,Belgrano,Villa de la Quebrada,"Argentina,San Luis,Belgrano,Villa de la Quebrada",74014030,0,0,0,157,0,0,0,659,816
Argentina,San Luis,Belgrano,Villa General Roca,"Argentina,San Luis,Belgrano,Villa General Roca",74014040,0,0,0,23,0,0,0,119,142
Argentina,San Luis,Chacabuco,Concarán,"Argentina,San Luis,Chacabuco,Concarán",74028010,0,0,0,0,0,2,0,1887,1889
Argentina,San Luis,Chacabuco,Cortaderas,"Argentina,San Luis,Chacabuco,Cortaderas",74028020,0,0,0,198,0,0,0,1062,1260
Argentina,San Luis,Chacabuco,Naschel,"Argentina,San Luis,Chacabuco,Naschel",74028030,0,0,0,0,0,0,0,1135,1135
Argentina,San Luis,Chacabuco,Papagayos,"Argentina,San Luis,Chacabuco,Papagayos",74028040,0,0,0,0,0,0,0,53,53
Argentina,San Luis,Chacabuco,Renca,"Argentina,San Luis,Chacabuco,Renca",74028050,0,0,0,0,0,0,0,149,149
Argentina,San Luis,Chacabuco,San Pablo,"Argentina,San Luis,Chacabuco,San Pablo",74028060,0,0,0,0,0,0,0,89,89
Argentina,San Luis,Chacabuco,Tilisarao,"Argentina,San Luis,Chacabuco,Tilisarao",74028070,0,0,0,0,0,0,0,1662,1662
Argentina,San Luis,Chacabuco,Villa del Carmen,"Argentina,San Luis,Chacabuco,Villa del Carmen",74028080,0,0,0,108,0,0,0,394,502
Argentina,San Luis,Chacabuco,Villa Larca,"Argentina,San Luis,Chacabuco,Villa Larca",74028090,0,0,0,110,0,0,0,580,690
Argentina,San Luis,Chacabuco,El Algarrobal,"Argentina,San Luis,Chacabuco,El Algarrobal",74028020,0,0,0,3,0,0,0,0,3
Argentina,San Luis,Coronel Pringles,Carolina,"Argentina,San Luis,Coronel Pringles,Carolina",74021010,0,0,0,0,0,0,0,429,429
Argentina,San Luis,Coronel Pringles,El Trapiche,"Argentina,San Luis,Coronel Pringles,El Trapiche",74021020,0,0,0,343,0,0,0,1787,2130
Argentina,San Luis,Coronel Pringles,Fraga,"Argentina,San Luis,Coronel Pringles,Fraga",74021030,0,0,0,160,0,0,0,498,658
Argentina,San Luis,Coronel Pringles,La Bajada,"Argentina,San Luis,Coronel Pringles,La Bajada",74021040,0,0,0,0,0,0,0,109,109
Argentina,San Luis,Coronel Pringles,La Florida,"Argentina,San Luis,Coronel Pringles,La Florida",74021050,0,0,0,16,0,0,0,363,379
Argentina,San Luis,Coronel Pringles,La Toma,"Argentina,San Luis,Coronel Pringles,La Toma",74021060,100,0,0,751,0,0,0,2291,3142
Argentina,San Luis,Coronel Pringles,OTROS,"Argentina,San Luis,Coronel Pringles,OTROS",Sin Datos,0,0,0,0,0,27,0,0,27
Argentina,San Luis,Coronel Pringles,Río Grande,"Argentina,San Luis,Coronel Pringles,Río Grande",74021080,0,0,0,0,0,0,0,227,227
Argentina,San Luis,Coronel Pringles,Saladillo,"Argentina,San Luis,Coronel Pringles,Saladillo",74021090,0,0,0,33,0,0,0,105,138
Argentina,San Luis,Coronel Pringles,El Durazno,"Argentina,San Luis,Coronel Pringles,El Durazno",74021060,0,0,0,0,0,0,0,65,65
Argentina,San Luis,General Pedernera,Juan Jorba,"Argentina,San Luis,General Pedernera,Juan Jorba",74035010,0,0,0,13,0,0,0,122,135
Argentina,San Luis,General Pedernera,Juan Llerena,"Argentina,San Luis,General Pedernera,Juan Llerena",74035020,0,0,0,0,0,0,0,117,117
Argentina,San Luis,General Pedernera,Justo Daract,"Argentina,San Luis,General Pedernera,Justo Daract",74035030,80,0,4,487,0,0,0,1906,2477
Argentina,San Luis,General Pedernera,La Punilla,"Argentina,San Luis,General Pedernera,La Punilla",74035040,0,0,0,33,0,0,0,129,162
Argentina,San Luis,General Pedernera,Lavaisse,"Argentina,San Luis,General Pedernera,Lavaisse",74035050,0,0,0,0,0,0,0,53,53
Argentina,San Luis,General Pedernera,San José del Morro,"Argentina,San Luis,General Pedernera,San José del Morro",74035060,0,0,0,0,0,0,0,233,233
Argentina,San Luis,General Pedernera,Villa Mercedes,"Argentina,San Luis,General Pedernera,Villa Mercedes",74035070,934,22533,76,10607,0,0,0,11510,45660
Argentina,San Luis,General Pedernera,Villa Salles,"Argentina,San Luis,General Pedernera,Villa Salles",74035090,0,0,0,0,0,0,0,22,22
Argentina,San Luis,General Pedernera,La Angelina,"Argentina,San Luis,General Pedernera,La Angelina",74035040,0,0,0,0,0,0,0,17,17
