Provincia,Partido,Localidad,Tecnología,Link indec,Accesos,Provincia_encoded,Tecnología_encoded
SANTA CRUZ,MAGALLANES,PUERTO SAN JULIÁN,OTROS,78042010,1,19,5
SANTA CRUZ,MAGALLANES,PUERTO SAN JULIÁN,SATELITAL,78042010,7,19,7
SANTA CRUZ,MAGALLANES,PUERTO SAN JULIÁN,WIRELESS,78042010,114,19,9
SANTA CRUZ,RÍO CHICO,BAJO CARACOLES,SATELITAL,78049010,1,19,7
SANTA CRUZ,RÍO CHICO,GOBERNADOR GREGORES,FIBRA OPTICA,78049020,159,19,4
SANTA CRUZ,RÍO CHICO,GOBERNADOR GREGORES,OTROS,78049020,1,19,5
SANTA CRUZ,RÍO CHICO,GOBERNADOR GREGORES,SATELITAL,78049020,4,19,7
SANTA CRUZ,RÍO CHICO,GOBERNADOR GREGORES,WIRELESS,78049020,9,19,9
SANTA FE,9 DE JULIO,ESTEBAN RAMS,SATELITAL,82077010,2,20,7
SANTA FE,9 DE JULIO,ESTEBAN RAMS,WIRELESS,82077010,35,20,9
SANTA FE,9 DE JULIO,GATO COLORADO,SATELITAL,82077020,4,20,7
SANTA FE,9 DE JULIO,GREGORIA PÉREZ DE DENIS (EST. EL NOCHERO),SATELITAL,82077030,3,20,7
SANTA FE,9 DE JULIO,GREGORIA PÉREZ DE DENIS (EST. EL NOCHERO),WIRELESS,82077030,144,20,9
SANTA FE,9 DE JULIO,LOGROÑO,ADSL,82077040,1,20,0
SANTA FE,9 DE JULIO,LOGROÑO,WIRELESS,82077040,47,20,9
SANTA FE,9 DE JULIO,MONTEFIORE,SATELITAL,82077050,1,20,7
SANTA FE,9 DE JULIO,MONTEFIORE,WIRELESS,82077050,17,20,9
SANTA FE,9 DE JULIO,POZO BORRADO,WIRELESS,82077060,127,20,9
SANTA FE,9 DE JULIO,SAN BERNARDO,WIRELESS,82077065,109,20,9
SANTA FE,9 DE JULIO,SANTA MARGARITA,SATELITAL,82077070,5,20,7
SANTA FE,9 DE JULIO,SANTA MARGARITA,WIRELESS,82077070,96,20,9
SANTA FE,9 DE JULIO,TOSTADO,ADSL,82077080,1328,20,0
SANTA FE,9 DE JULIO,TOSTADO,CABLEMODEM,82077080,6,20,1
SANTA FE,9 DE JULIO,TOSTADO,SATELITAL,82077080,2,20,7
SANTA FE,9 DE JULIO,TOSTADO,WIRELESS,82077080,1752,20,9
SANTA FE,9 DE JULIO,VILLA MINETTI,SATELITAL,82077090,5,20,7
SANTA FE,9 DE JULIO,VILLA MINETTI,WIRELESS,82077090,264,20,9
SANTA FE,BELGRANO,ARMSTRONG,ADSL,82007010,280,20,0
SANTA FE,BELGRANO,ARMSTRONG,FIBRA OPTICA,82007010,152,20,4
SANTA FE,BELGRANO,ARMSTRONG,WIRELESS,82007010,403,20,9
SANTA FE,BELGRANO,BOUQUET,ADSL,82007020,406,20,0
SANTA FE,BELGRANO,BOUQUET,FIBRA OPTICA,82007020,144,20,4
SANTA FE,BELGRANO,BOUQUET,WIRELESS,82007020,1,20,9
SANTA FE,BELGRANO,LAS PAREJAS,ADSL,82007030,200,20,0
SANTA FE,BELGRANO,LAS PAREJAS,FIBRA OPTICA,82007030,2462,20,4
SANTA FE,BELGRANO,LAS PAREJAS,WIRELESS,82007030,124,20,9
SANTA FE,BELGRANO,LAS ROSAS,ADSL,82007040,927,20,0
SANTA FE,BELGRANO,LAS ROSAS,CABLEMODEM,82007040,2040,20,1
SANTA FE,BELGRANO,LAS ROSAS,FIBRA OPTICA,82007040,1110,20,4
SANTA FE,BELGRANO,LAS ROSAS,WIRELESS,82007040,51,20,9
SANTA FE,BELGRANO,MONTES DE OCA,ADSL,82007050,585,20,0
SANTA FE,BELGRANO,MONTES DE OCA,FIBRA OPTICA,82007050,615,20,4
SANTA FE,BELGRANO,MONTES DE OCA,Otros,82007050,168,20,6
SANTA FE,BELGRANO,MONTES DE OCA,SATELITAL,82007050,1,20,7
SANTA FE,BELGRANO,MONTES DE OCA,WIRELESS,82007050,61,20,9
SANTA FE,BELGRANO,TORTUGAS,ADSL,82007060,118,20,0
SANTA FE,BELGRANO,TORTUGAS,CABLEMODEM,82007060,528,20,1
SANTA FE,BELGRANO,TORTUGAS,SATELITAL,82007060,1,20,7
SANTA FE,CASEROS,AREQUITO,ADSL,82014010,31,20,0
SANTA FE,CASEROS,AREQUITO,CABLEMODEM,82014010,2241,20,1
SANTA FE,CASEROS,AREQUITO,WIRELESS,82014010,8,20,9
SANTA FE,CASEROS,ARTEAGA,ADSL,82014020,41,20,0
SANTA FE,CASEROS,ARTEAGA,CABLEMODEM,82014020,868,20,1
SANTA FE,CASEROS,ARTEAGA,WIRELESS,82014020,83,20,9
SANTA FE,CASEROS,BERAVEBÚ,WIRELESS,82014030,360,20,9
SANTA FE,CASEROS,BIGAND,ADSL,82014040,372,20,0
SANTA FE,CASEROS,BIGAND,CABLEMODEM,82014040,1255,20,1
SANTA FE,CASEROS,BIGAND,WIRELESS,82014040,19,20,9
SANTA FE,CASEROS,CASILDA,ADSL,82014050,1829,20,0
SANTA FE,CASEROS,CASILDA,CABLEMODEM,82014050,2191,20,1
SANTA FE,CASEROS,CASILDA,FIBRA OPTICA,82014050,5046,20,4
SANTA FE,CASEROS,CASILDA,WIRELESS,82014050,1915,20,9
SANTA FE,CASEROS,CHABÁS,ADSL,82014060,1010,20,0
SANTA FE,CASEROS,CHABÁS,FIBRA OPTICA,82014060,620,20,4
SANTA FE,CASEROS,CHABÁS,WIRELESS,82014060,32,20,9
SANTA FE,CASEROS,CHAÑAR LADEADO,ADSL,82014070,27,20,0
SANTA FE,CASEROS,CHAÑAR LADEADO,CABLEMODEM,82014070,522,20,1
SANTA FE,CASEROS,CHAÑAR LADEADO,FIBRA OPTICA,82014070,862,20,4
SANTA FE,CASEROS,GÖDEKEN,CABLEMODEM,82014080,531,20,1
SANTA FE,CASEROS,GÖDEKEN,FIBRA OPTICA,82014080,1,20,4
SANTA FE,CASEROS,LOS MOLINOS,ADSL,82014090,13,20,0
SANTA FE,CASEROS,LOS MOLINOS,CABLEMODEM,82014090,507,20,1
SANTA FE,CASEROS,LOS MOLINOS,WIRELESS,82014090,8,20,9
SANTA FE,CASEROS,LOS NOGALES,CABLEMODEM,82014100,44,20,1
SANTA FE,CASEROS,LOS QUIRQUINCHOS,Otros,82014110,3,20,6
SANTA FE,CASEROS,LOS QUIRQUINCHOS,WIRELESS,82014110,828,20,9
SANTA FE,CASEROS,SAN JOSÉ DE LA ESQUINA,ADSL,82014120,49,20,0
SANTA FE,CASEROS,SAN JOSÉ DE LA ESQUINA,CABLEMODEM,82014120,1976,20,1
SANTA FE,CASEROS,SAN JOSÉ DE LA ESQUINA,WIRELESS,82014120,2,20,9
SANTA FE,CASEROS,SANFORD,ADSL,82014130,12,20,0
SANTA FE,CASEROS,SANFORD,FIBRA OPTICA,82014130,499,20,4
SANTA FE,CASEROS,VILLADA,ADSL,82014140,62,20,0
SANTA FE,CASEROS,VILLADA,CABLEMODEM,82014140,1,20,1
SANTA FE,CASEROS,VILLADA,WIRELESS,82014140,4,20,9
SANTA FE,CASTELLANOS,ALDAO (EST. CASABLANCA),ADSL,82021010,17,20,0
SANTA FE,CASTELLANOS,ALDAO (EST. CASABLANCA),FIBRA OPTICA,82021010,678,20,4
SANTA FE,CASTELLANOS,ALDAO (EST. CASABLANCA),WIRELESS,82021010,54,20,9
SANTA FE,CASTELLANOS,ANGÉLICA,ADSL,82021020,251,20,0
SANTA FE,CASTELLANOS,ANGÉLICA,FIBRA OPTICA,82021020,356,20,4
SANTA FE,CASTELLANOS,ANGÉLICA,WIRELESS,82021020,6,20,9
SANTA FE,CASTELLANOS,ATALIVA,ADSL,82021030,9,20,0
SANTA FE,CASTELLANOS,ATALIVA,CABLEMODEM,82021030,10,20,1
SANTA FE,CASTELLANOS,ATALIVA,FIBRA OPTICA,82021030,413,20,4
SANTA FE,CASTELLANOS,ATALIVA,WIRELESS,82021030,202,20,9
SANTA FE,CASTELLANOS,AURELIA,WIRELESS,82021040,4,20,9
SANTA FE,CASTELLANOS,BAUER Y SIGEL,ADSL,82021060,0,20,0
SANTA FE,CASTELLANOS,BAUER Y SIGEL,WIRELESS,82021060,0,20,9
SANTA FE,CASTELLANOS,BELLA ITALIA,ADSL,82021070,14,20,0
SANTA FE,CASTELLANOS,BELLA ITALIA,CABLEMODEM,82021070,316,20,1
SANTA FE,CASTELLANOS,BELLA ITALIA,FIBRA OPTICA,82021070,2,20,4
SANTA FE,CASTELLANOS,BELLA ITALIA,WIRELESS,82021070,4,20,9
SANTA FE,CASTELLANOS,CASTELLANOS,CABLEMODEM,82021080,1,20,1
SANTA FE,CASTELLANOS,CASTELLANOS,WIRELESS,82021080,5,20,9
SANTA FE,CASTELLANOS,COLONIA BICHA,ADSL,82021090,72,20,0
SANTA FE,CASTELLANOS,COLONIA BICHA,FIBRA OPTICA,82021090,72,20,4
SANTA FE,CASTELLANOS,COLONIA BICHA,WIRELESS,82021090,47,20,9
SANTA FE,CASTELLANOS,COLONIA CELLO,WIRELESS,82021100,29,20,9
SANTA FE,CASTELLANOS,COLONIA MARGARITA,CABLEMODEM,82021110,13,20,1
SANTA FE,CASTELLANOS,COLONIA MARGARITA,WIRELESS,82021110,2,20,9
SANTA FE,CASTELLANOS,COLONIA RAQUEL,ADSL,82021120,31,20,0
SANTA FE,CASTELLANOS,COLONIA RAQUEL,FIBRA OPTICA,82021120,31,20,4
SANTA FE,CASTELLANOS,COLONIA RAQUEL,WIRELESS,82021120,60,20,9
SANTA FE,CASTELLANOS,CORONEL FRAGA,WIRELESS,82021130,49,20,9
SANTA FE,CASTELLANOS,ESMERALDA,CABLEMODEM,82021150,82,20,1
SANTA FE,CASTELLANOS,ESTACIÓN CLUCELLAS,CABLEMODEM,82021160,179,20,1
SANTA FE,CASTELLANOS,ESTACIÓN CLUCELLAS,WIRELESS,82021160,4,20,9
SANTA FE,CASTELLANOS,ESTACIÓN SAGUIER,CABLEMODEM,82021170,11,20,1
SANTA FE,CASTELLANOS,ESTACIÓN SAGUIER,WIRELESS,82021170,3,20,9
SANTA FE,CASTELLANOS,EUSEBIA Y CAROLINA,ADSL,82021180,27,20,0
SANTA FE,CASTELLANOS,EUSEBIA Y CAROLINA,FIBRA OPTICA,82021180,190,20,4
SANTA FE,CASTELLANOS,EUSEBIA Y CAROLINA,WIRELESS,82021180,41,20,9
SANTA FE,CASTELLANOS,EUSTOLIA,WIRELESS,82021190,4,20,9
SANTA FE,CASTELLANOS,FRONTERA,FIBRA OPTICA,82021200,62,20,4
SANTA FE,CASTELLANOS,HUMBERTO PRIMO,ADSL,82021220,167,20,0
SANTA FE,CASTELLANOS,HUMBERTO PRIMO,CABLEMODEM,82021220,50,20,1
SANTA FE,CASTELLANOS,HUMBERTO PRIMO,FIBRA OPTICA,82021220,49,20,4
SANTA FE,CASTELLANOS,HUMBERTO PRIMO,WIRELESS,82021220,268,20,9
SANTA FE,CASTELLANOS,JOSEFINA,ADSL,82021230,10,20,0
SANTA FE,CASTELLANOS,JOSEFINA,CABLEMODEM,82021230,77,20,1
SANTA FE,CASTELLANOS,JOSEFINA,WIRELESS,82021230,1,20,9
SANTA FE,CASTELLANOS,LEHMANN,ADSL,82021240,149,20,0
SANTA FE,CASTELLANOS,LEHMANN,CABLEMODEM,82021240,342,20,1
SANTA FE,CASTELLANOS,LEHMANN,FIBRA OPTICA,82021240,152,20,4
SANTA FE,CASTELLANOS,LEHMANN,WIRELESS,82021240,0,20,9
SANTA FE,CASTELLANOS,MARÍA JUANA,ADSL,82021250,561,20,0
SANTA FE,CASTELLANOS,MARÍA JUANA,FIBRA OPTICA,82021250,987,20,4
SANTA FE,CASTELLANOS,MARÍA JUANA,WIRELESS,82021250,145,20,9
SANTA FE,CASTELLANOS,PLAZA CLUCELLAS,ADSL,82021270,33,20,0
SANTA FE,CASTELLANOS,PLAZA CLUCELLAS,CABLEMODEM,82021270,283,20,1
SANTA FE,CASTELLANOS,PLAZA SAGUIER,CABLEMODEM,82021280,51,20,1
SANTA FE,CASTELLANOS,PRESIDENTE ROCA,CABLEMODEM,82021290,137,20,1
SANTA FE,CASTELLANOS,PRESIDENTE ROCA,FIBRA OPTICA,82021290,1,20,4
SANTA FE,CASTELLANOS,PRESIDENTE ROCA,WIRELESS,82021290,5,20,9
SANTA FE,CASTELLANOS,PUEBLO MARINI,WIRELESS,82021300,11,20,9
SANTA FE,CASTELLANOS,RAFAELA,ADSL,82021310,1932,20,0
SANTA FE,CASTELLANOS,RAFAELA,CABLEMODEM,82021310,22892,20,1
SANTA FE,CASTELLANOS,RAFAELA,FIBRA OPTICA,82021310,4247,20,4
SANTA FE,CASTELLANOS,RAFAELA,Otros,82021310,6,20,6
SANTA FE,CASTELLANOS,RAFAELA,SATELITAL,82021310,2,20,7
SANTA FE,CASTELLANOS,RAFAELA,WIRELESS,82021310,1497,20,9
SANTA FE,CASTELLANOS,RAMONA,ADSL,82021320,1,20,0
SANTA FE,CASTELLANOS,RAMONA,WIRELESS,82021320,327,20,9
SANTA FE,CASTELLANOS,SAN ANTONIO,CABLEMODEM,82021330,10,20,1
SANTA FE,CASTELLANOS,SAN ANTONIO,WIRELESS,82021330,59,20,9
SANTA FE,CASTELLANOS,SAN VICENTE,ADSL,82021340,770,20,0
SANTA FE,CASTELLANOS,SAN VICENTE,CABLEMODEM,82021340,1431,20,1
SANTA FE,CASTELLANOS,SAN VICENTE,WIRELESS,82021340,42,20,9
SANTA FE,CASTELLANOS,SANTA CLARA DE SAGUIER,ADSL,82021350,12,20,0
SANTA FE,CASTELLANOS,SANTA CLARA DE SAGUIER,CABLEMODEM,82021350,107,20,1
SANTA FE,CASTELLANOS,SANTA CLARA DE SAGUIER,WIRELESS,82021350,218,20,9
SANTA FE,CASTELLANOS,SUNCHALES,ADSL,82021360,685,20,0
SANTA FE,CASTELLANOS,SUNCHALES,CABLEMODEM,82021360,21,20,1
SANTA FE,CASTELLANOS,SUNCHALES,DIAL UP,82021360,1,20,3
SANTA FE,CASTELLANOS,SUNCHALES,FIBRA OPTICA,82021360,6852,20,4
SANTA FE,CASTELLANOS,SUNCHALES,WIRELESS,82021360,102,20,9
SANTA FE,CASTELLANOS,SUSANA,FIBRA OPTICA,82021370,378,20,4
SANTA FE,CASTELLANOS,SUSANA,WIRELESS,82021370,78,20,9
SANTA FE,CASTELLANOS,TACURAL,ADSL,82021380,437,20,0
SANTA FE,CASTELLANOS,TACURAL,FIBRA OPTICA,82021380,494,20,4
SANTA FE,CASTELLANOS,TACURAL,WIRELESS,82021380,124,20,9
SANTA FE,CASTELLANOS,VILA,ADSL,82021390,419,20,0
SANTA FE,CASTELLANOS,VILLA SAN JOSÉ,CABLEMODEM,82021410,53,20,1
SANTA FE,CASTELLANOS,VILLA SAN JOSÉ,WIRELESS,82021410,31,20,9
SANTA FE,CASTELLANOS,VIRGINIA,WIRELESS,82021420,7,20,9
SANTA FE,CASTELLANOS,ZENÓN PEREYRA,CABLEMODEM,82021430,53,20,1
SANTA FE,CONSTITUCIÓN,ALCORTA,ADSL,82028010,162,20,0
SANTA FE,CONSTITUCIÓN,ALCORTA,CABLEMODEM,82028010,1338,20,1
SANTA FE,CONSTITUCIÓN,ALCORTA,FIBRA OPTICA,82028010,477,20,4
SANTA FE,CONSTITUCIÓN,ALCORTA,WIRELESS,82028010,530,20,9
SANTA FE,CONSTITUCIÓN,BOMBAL,ADSL,82028040,180,20,0
SANTA FE,CONSTITUCIÓN,BOMBAL,CABLEMODEM,82028040,117,20,1
SANTA FE,CONSTITUCIÓN,BOMBAL,FIBRA OPTICA,82028040,740,20,4
SANTA FE,CONSTITUCIÓN,BOMBAL,Otros,82028040,4,20,6
SANTA FE,CONSTITUCIÓN,BOMBAL,WIRELESS,82028040,8,20,9
SANTA FE,CONSTITUCIÓN,CEPEDA,FIBRA OPTICA,82028060,87,20,4
SANTA FE,CONSTITUCIÓN,EMPALME VILLA CONSTITUCIÓN,ADSL,82028070,231,20,0
SANTA FE,CONSTITUCIÓN,GENERAL GELLY,ADSL,82028090,189,20,0
SANTA FE,CONSTITUCIÓN,GENERAL GELLY,WIRELESS,82028090,4,20,9
SANTA FE,CONSTITUCIÓN,GODOY,FIBRA OPTICA,82028100,152,20,4
SANTA FE,CONSTITUCIÓN,GODOY,WIRELESS,82028100,141,20,9
SANTA FE,CONSTITUCIÓN,JUAN B. MOLINA,ADSL,82028110,350,20,0
SANTA FE,CONSTITUCIÓN,JUAN B. MOLINA,FIBRA OPTICA,82028110,251,20,4
SANTA FE,CONSTITUCIÓN,JUAN B. MOLINA,WIRELESS,82028110,1,20,9
SANTA FE,CONSTITUCIÓN,JUNCAL,ADSL,82028120,256,20,0
SANTA FE,CONSTITUCIÓN,JUNCAL,FIBRA OPTICA,82028120,1,20,4
SANTA FE,CONSTITUCIÓN,JUNCAL,WIRELESS,82028120,37,20,9
SANTA FE,CONSTITUCIÓN,LA VANGUARDIA,FIBRA OPTICA,82028130,140,20,4
SANTA FE,CONSTITUCIÓN,MÁXIMO PAZ (EST. PAZ),ADSL,82028140,109,20,0
SANTA FE,CONSTITUCIÓN,MÁXIMO PAZ (EST. PAZ),CABLEMODEM,82028140,52,20,1
SANTA FE,CONSTITUCIÓN,MÁXIMO PAZ (EST. PAZ),FIBRA OPTICA,82028140,1,20,4
SANTA FE,CONSTITUCIÓN,MÁXIMO PAZ (EST. PAZ),WIRELESS,82028140,137,20,9
SANTA FE,CONSTITUCIÓN,PAVÓN,ADSL,82028150,51,20,0
SANTA FE,CONSTITUCIÓN,PAVÓN ARRIBA,CABLEMODEM,82028160,57,20,1
SANTA FE,CONSTITUCIÓN,PAVÓN ARRIBA,FIBRA OPTICA,82028160,525,20,4
SANTA FE,CONSTITUCIÓN,PAVÓN ARRIBA,WIRELESS,82028160,29,20,9
SANTA FE,CONSTITUCIÓN,PEYRANO,CABLEMODEM,82028170,857,20,1
SANTA FE,CONSTITUCIÓN,RUEDA,WIRELESS,82028180,197,20,9
SANTA FE,CONSTITUCIÓN,SANTA TERESA,ADSL,82028190,8,20,0
SANTA FE,CONSTITUCIÓN,SANTA TERESA,CABLEMODEM,82028190,56,20,1
SANTA FE,CONSTITUCIÓN,SANTA TERESA,FIBRA OPTICA,82028190,625,20,4
SANTA FE,CONSTITUCIÓN,SANTA TERESA,WIRELESS,82028190,90,20,9
SANTA FE,CONSTITUCIÓN,SARGENTO CABRAL,FIBRA OPTICA,82028200,363,20,4
SANTA FE,CONSTITUCIÓN,SARGENTO CABRAL,WIRELESS,82028200,102,20,9
SANTA FE,CONSTITUCIÓN,STEPHENSON,FIBRA OPTICA,82028210,14,20,4
SANTA FE,CONSTITUCIÓN,VILLA CONSTITUCIÓN,ADSL,82028230,980,20,0
SANTA FE,CONSTITUCIÓN,VILLA CONSTITUCIÓN,CABLEMODEM,82028230,2209,20,1
SANTA FE,CONSTITUCIÓN,VILLA CONSTITUCIÓN,FIBRA OPTICA,82028230,4970,20,4
SANTA FE,CONSTITUCIÓN,VILLA CONSTITUCIÓN,WIRELESS,82028230,448,20,9
SANTA FE,GARAY,CAYASTÁ,WIRELESS,82035010,449,20,9
SANTA FE,GARAY,HELVECIA,CABLEMODEM,82035020,440,20,1
SANTA FE,GARAY,HELVECIA,WIRELESS,82035020,230,20,9
SANTA FE,GARAY,LOS ZAPALLOS,CABLEMODEM,82035030,67,20,1
SANTA FE,GARAY,LOS ZAPALLOS,Otros,82035030,67,20,6
SANTA FE,GARAY,SALADERO MARIANO CABAL,WIRELESS,82035040,64,20,9
SANTA FE,GARAY,SANTA ROSA DE CALCHINES,ADSL,82035050,50,20,0
SANTA FE,GARAY,SANTA ROSA DE CALCHINES,CABLEMODEM,82035050,941,20,1
SANTA FE,GENERAL LÓPEZ,AARÓN CASTELLANOS (EST. CASTELLANOS),WIRELESS,82042010,36,20,9
SANTA FE,GENERAL LÓPEZ,AMENÁBAR,ADSL,82042020,120,20,0
SANTA FE,GENERAL LÓPEZ,AMENÁBAR,WIRELESS,82042020,101,20,9
SANTA FE,GENERAL LÓPEZ,CAFFERATA,ADSL,82042030,246,20,0
SANTA FE,GENERAL LÓPEZ,CAFFERATA,FIBRA OPTICA,82042030,1,20,4
SANTA FE,GENERAL LÓPEZ,CAÑADA DEL UCLE,ADSL,82042040,214,20,0
SANTA FE,GENERAL LÓPEZ,CAÑADA DEL UCLE,FIBRA OPTICA,82042040,53,20,4
SANTA FE,GENERAL LÓPEZ,CARMEN,Otros,82042050,40,20,6
SANTA FE,GENERAL LÓPEZ,CARMEN,WIRELESS,82042050,101,20,9
SANTA FE,GENERAL LÓPEZ,CARRERAS,CABLEMODEM,82042060,1,20,1
SANTA FE,GENERAL LÓPEZ,CARRERAS,WIRELESS,82042060,279,20,9
SANTA FE,GENERAL LÓPEZ,CHAPUY,CABLEMODEM,82042070,1,20,1
SANTA FE,GENERAL LÓPEZ,CHOVET,CABLEMODEM,82042080,1,20,1
SANTA FE,GENERAL LÓPEZ,CHOVET,SATELITAL,82042080,1,20,7
SANTA FE,GENERAL LÓPEZ,CHRISTOPHERSEN,FIBRA OPTICA,82042090,15,20,4
SANTA FE,GENERAL LÓPEZ,CHRISTOPHERSEN,WIRELESS,82042090,78,20,9
SANTA FE,GENERAL LÓPEZ,DIEGO DE ALVEAR,ADSL,82042100,206,20,0
SANTA FE,GENERAL LÓPEZ,DIEGO DE ALVEAR,FIBRA OPTICA,82042100,64,20,4
SANTA FE,GENERAL LÓPEZ,DIEGO DE ALVEAR,WIRELESS,82042100,108,20,9
SANTA FE,GENERAL LÓPEZ,ELORTONDO,ADSL,82042110,416,20,0
SANTA FE,GENERAL LÓPEZ,ELORTONDO,CABLEMODEM,82042110,1290,20,1
SANTA FE,GENERAL LÓPEZ,ELORTONDO,WIRELESS,82042110,91,20,9
SANTA FE,GENERAL LÓPEZ,FIRMAT,ADSL,82042120,60,20,0
SANTA FE,GENERAL LÓPEZ,FIRMAT,CABLEMODEM,82042120,1285,20,1
SANTA FE,GENERAL LÓPEZ,FIRMAT,FIBRA OPTICA,82042120,3774,20,4
SANTA FE,GENERAL LÓPEZ,FIRMAT,WIRELESS,82042120,2,20,9
SANTA FE,GENERAL LÓPEZ,HUGHES,FIBRA OPTICA,82042130,1423,20,4
SANTA FE,GENERAL LÓPEZ,HUGHES,WIRELESS,82042130,6,20,9
SANTA FE,GENERAL LÓPEZ,LA CHISPA,WIRELESS,82042140,71,20,9
SANTA FE,GENERAL LÓPEZ,LABORDEBOY,ADSL,82042150,217,20,0
SANTA FE,GENERAL LÓPEZ,MAGGIOLO,ADSL,82042170,78,20,0
SANTA FE,GENERAL LÓPEZ,MAGGIOLO,Otros,82042170,1,20,6
SANTA FE,GENERAL LÓPEZ,MAGGIOLO,WIRELESS,82042170,50,20,9
SANTA FE,GENERAL LÓPEZ,MARÍA TERESA,ADSL,82042180,10,20,0
SANTA FE,GENERAL LÓPEZ,MARÍA TERESA,CABLEMODEM,82042180,1042,20,1
SANTA FE,GENERAL LÓPEZ,MARÍA TERESA,FIBRA OPTICA,82042180,50,20,4
SANTA FE,GENERAL LÓPEZ,MARÍA TERESA,Otros,82042180,1,20,6
SANTA FE,GENERAL LÓPEZ,MARÍA TERESA,WIRELESS,82042180,30,20,9
SANTA FE,GENERAL LÓPEZ,MELINCUÉ (EST. SAN URBANO),WIRELESS,82042190,203,20,9
SANTA FE,GENERAL LÓPEZ,MIGUEL TORRES,CABLEMODEM,82042200,1,20,1
SANTA FE,GENERAL LÓPEZ,MURPHY,FIBRA OPTICA,82042210,717,20,4
SANTA FE,GENERAL LÓPEZ,RUFINO,ADSL,82042220,280,20,0
SANTA FE,GENERAL LÓPEZ,RUFINO,CABLEMODEM,82042220,13,20,1
SANTA FE,GENERAL LÓPEZ,RUFINO,FIBRA OPTICA,82042220,7318,20,4
SANTA FE,GENERAL LÓPEZ,SAN EDUARDO,ADSL,82042230,134,20,0
SANTA FE,GENERAL LÓPEZ,SAN EDUARDO,FIBRA OPTICA,82042230,196,20,4
SANTA FE,GENERAL LÓPEZ,SAN FRANCISCO DE SANTA FE,FIBRA OPTICA,82042240,45,20,4
SANTA FE,GENERAL LÓPEZ,SAN FRANCISCO DE SANTA FE,SATELITAL,82042240,1,20,7
SANTA FE,GENERAL LÓPEZ,SAN GREGORIO,ADSL,82042250,43,20,0
SANTA FE,GENERAL LÓPEZ,SAN GREGORIO,FIBRA OPTICA,82042250,1013,20,4
SANTA FE,GENERAL LÓPEZ,SAN GREGORIO,WIRELESS,82042250,118,20,9
SANTA FE,GENERAL LÓPEZ,SANCTI SPIRITU,ADSL,82042260,185,20,0
SANTA FE,GENERAL LÓPEZ,SANCTI SPIRITU,FIBRA OPTICA,82042260,382,20,4
SANTA FE,GENERAL LÓPEZ,SANCTI SPIRITU,SATELITAL,82042260,1,20,7
SANTA FE,GENERAL LÓPEZ,SANCTI SPIRITU,WIRELESS,82042260,564,20,9
SANTA FE,GENERAL LÓPEZ,SANTA ISABEL,ADSL,82042270,97,20,0
SANTA FE,GENERAL LÓPEZ,SANTA ISABEL,FIBRA OPTICA,82042270,1336,20,4
SANTA FE,GENERAL LÓPEZ,SANTA ISABEL,SATELITAL,82042270,1,20,7
SANTA FE,GENERAL LÓPEZ,TEODELINA,CABLEMODEM,82042280,935,20,1
SANTA FE,GENERAL LÓPEZ,TEODELINA,WIRELESS,82042280,167,20,9
SANTA FE,GENERAL LÓPEZ,VENADO TUERTO,ADSL,82042290,770,20,0
SANTA FE,GENERAL LÓPEZ,VENADO TUERTO,CABLEMODEM,82042290,22998,20,1
SANTA FE,GENERAL LÓPEZ,VENADO TUERTO,FIBRA OPTICA,82042290,1732,20,4
SANTA FE,GENERAL LÓPEZ,VENADO TUERTO,Otros,82042290,380,20,6
SANTA FE,GENERAL LÓPEZ,VENADO TUERTO,WIRELESS,82042290,5,20,9
SANTA FE,GENERAL LÓPEZ,VILLA CAÑÁS,ADSL,82042300,291,20,0
SANTA FE,GENERAL LÓPEZ,VILLA CAÑÁS,CABLEMODEM,82042300,1195,20,1
SANTA FE,GENERAL LÓPEZ,VILLA CAÑÁS,FIBRA OPTICA,82042300,1365,20,4
SANTA FE,GENERAL LÓPEZ,VILLA CAÑÁS,Otros,82042300,4,20,6
SANTA FE,GENERAL LÓPEZ,VILLA CAÑÁS,WIRELESS,82042300,124,20,9
SANTA FE,GENERAL LÓPEZ,WHEELWRIGHT,CABLEMODEM,82042310,1433,20,1
SANTA FE,GENERAL LÓPEZ,WHEELWRIGHT,FIBRA OPTICA,82042310,1,20,4
SANTA FE,GENERAL LÓPEZ,WHEELWRIGHT,SATELITAL,82042310,1,20,7
SANTA FE,GENERAL LÓPEZ,WHEELWRIGHT,WIRELESS,82042310,11,20,9
SANTA FE,GENERAL OBLIGADO,ARROYO CEIBAL,WIRELESS,82049010,108,20,9
SANTA FE,GENERAL OBLIGADO,AVELLANEDA (EST. EWALD),ADSL,82049020,2,20,0
SANTA FE,GENERAL OBLIGADO,AVELLANEDA (EST. EWALD),CABLEMODEM,82049020,3,20,1
SANTA FE,GENERAL OBLIGADO,AVELLANEDA (EST. EWALD),FIBRA OPTICA,82049020,4012,20,4
SANTA FE,GENERAL OBLIGADO,AVELLANEDA (EST. EWALD),Otros,82049020,750,20,6
SANTA FE,GENERAL OBLIGADO,AVELLANEDA (EST. EWALD),WIRELESS,82049020,1141,20,9
SANTA FE,GENERAL OBLIGADO,BERNA,Otros,82049030,10,20,6
SANTA FE,GENERAL OBLIGADO,BERNA,WIRELESS,82049030,48,20,9
SANTA FE,GENERAL OBLIGADO,EL ARAZA,WIRELESS,82049040,126,20,9
