Año,Trimestre,Provincia,Mbps (Media de bajada),Trimestre_Label
2019-01-01,1,BUENOS AIRES,24.7150632938498,Q1
2019-01-01,1,CATAMARCA,7.96400515527188,Q1
2019-01-01,1,CHACO,13.4442362690779,Q1
2019-01-01,1,CHUBUT,5.89173056919616,Q1
2019-01-01,1,CÓRDOBA,15.7348642286459,Q1
2019-01-01,1,CORRIENTES,12.049695550812,Q1
2019-01-01,1,ENTRE RÍOS,10.659197328954,Q1
2019-01-01,1,FORMOSA,9.82508995783571,Q1
2019-01-01,1,JUJUY,8.56046421746506,Q1
2019-01-01,1,LA PAMPA,5.0578618428674,Q1
2019-01-01,1,LA RIOJA,7.09279228699204,Q1
2019-01-01,1,MENDOZA,5.7427641753174,Q1
2019-01-01,1,MISIONES,12.5127734596835,Q1
2019-01-01,1,NEUQUÉN,15.8846532639152,Q1
2019-01-01,1,RÍO NEGRO,10.4884206481363,Q1
2019-01-01,1,SALTA,10.3771000139695,Q1
2019-01-01,1,SAN JUAN,5.83926318942954,Q1
2019-01-01,1,SAN LUIS,8.70855518875459,Q1
2019-01-01,1,SANTA CRUZ,5.77999297039756,Q1
2019-01-01,1,SANTA FE,12.986963477266,Q1
2019-01-01,1,SANTIAGO DEL ESTERO,6.41507073796908,Q1
2019-01-01,1,TIERRA DEL FUEGO,6.3411014506123,Q1
2019-01-01,1,TUCUMÁN,16.5732999645796,Q1
2018-01-01,4,BUENOS AIRES,16.9343630101501,Q4
2018-01-01,4,BUENOS AIRES,22.9353019922347,Q4
2018-01-01,4,CATAMARCA,8.04392020265991,Q4
2018-01-01,4,CHACO,13.4920835702103,Q4
2018-01-01,4,CHUBUT,6.08522390368403,Q4
2018-01-01,4,CÓRDOBA,15.8136674336298,Q4
2018-01-01,4,CORRIENTES,12.1389233933877,Q4
2018-01-01,4,ENTRE RÍOS,11.023282490377,Q4
2018-01-01,4,FORMOSA,9.8168937119138,Q4
2018-01-01,4,JUJUY,8.56273760175261,Q4
2018-01-01,4,LA PAMPA,4.31909495794348,Q4
2018-01-01,4,LA RIOJA,7.09338212515489,Q4
2018-01-01,4,MENDOZA,5.74667510243432,Q4
